#NAMES	IB1	IB2	IB3	IB4	IB5	IB6	IB7	IB8	IB9	IB10
coaA	-0.132000		-0.046000	0.009000	0.128000	-0.141000		-0.294000		-0.298000
yi21_6	0.151000	0.123000	-0.052000	-0.111000			0.146000	0.140000		0.033000
yi21_6	0.193000	0.143000	0.100000	0.149000			0.204000	0.130000		0.142000
thiH	-0.276000		-0.410000			-0.279000				-0.372000
thiH	-0.220000		-0.128000			0.159000				-0.206000
tra8_3	-0.007000	-0.017000		-0.313000	0.281000	-0.455000	0.141000	0.066000		-0.158000
tra8_3	-0.040000	0.194000		0.018000	0.150000	0.155000	0.105000	0.174000		-0.060000
gltP	0.002000	-0.210000	0.179000	0.263000				0.367000	0.286000	
gltP	0.342000	0.405000	0.206000	0.325000				0.367000	0.670000	
yjeT	-0.129000	0.053000	0.004000	-0.020000	0.139000	0.303000	0.068000	0.046000	-0.008000	0.036000
yjeT	0.131000	0.084000	0.086000	0.220000	0.291000	0.112000	0.116000	0.035000	0.102000	0.131000
rpiR	0.044000	0.052000			0.224000	0.263000	0.145000	0.164000	0.042000	0.003000
rpiR	0.073000	0.159000			0.355000	0.277000	0.248000	0.219000	0.072000	0.082000
yjfN	0.037000	0.319000	0.105000	0.045000	0.131000	0.214000		0.185000	0.320000	0.253000
yjfN	0.177000	0.246000	0.192000	0.173000	0.078000	0.095000		0.212000	0.349000	0.448000
b3975	0.052000	-0.224000	-0.225000	-0.129000	0.010000	0.085000	-0.142000	-0.096000	-0.335000	-0.260000
b3975	-0.601000	-0.078000	0.027000	-0.041000	0.297000	-0.057000	-0.054000	-0.058000	-0.264000	-0.358000
yi22_6	0.155000	0.205000	-0.134000	-0.055000		0.530000	0.241000		0.313000	0.072000
yi22_6	0.125000	0.241000	0.067000	0.236000		0.103000	0.140000		0.144000	0.050000
thiG	-0.045000	0.016000	-0.320000	-0.263000	-0.025000	-0.130000	-0.185000	-0.315000		-0.145000
thiG	-0.090000	0.038000	-0.187000	-0.075000	-0.145000	-0.130000	-0.292000	-0.318000		-0.143000
b4285	0.198000	0.066000	0.017000	-0.136000	-0.121000	-0.113000	0.017000	0.077000	-0.018000	-0.046000
b4285	0.251000	0.184000	0.039000	0.165000	0.214000	0.001000	0.061000	0.099000	0.050000	0.043000
yjcO	-1.583000		0.135000	0.163000		-0.017000	0.339000	0.220000	0.250000	0.195000
yjcO	-0.863000		0.315000	0.489000		0.153000	0.369000	0.364000	0.139000	0.155000
purA			-0.020000	-0.043000		0.341000	0.031000	0.069000	-0.064000	-0.077000
purA			0.060000	0.143000			-0.021000	-0.096000	-0.052000	-0.092000
rpiB			0.092000	0.118000	-0.008000	0.031000	0.036000		-0.022000	0.113000
rpiB			0.241000	0.383000	0.108000	0.185000	-0.016000		0.097000	0.139000
yjfO	0.204000		0.187000	0.167000		1.267000	0.102000	0.199000	0.177000	
yjfO	0.335000		0.283000	0.373000		1.112000	0.119000	0.230000	0.312000	
tufB					-0.430000	-0.576000				
tufB					-0.254000	-0.519000				
yjgW	-0.006000	-0.216000	0.013000	0.015000	0.260000		-0.074000	-0.025000	-0.359000	-0.386000
yjgW	0.222000	0.096000	0.154000	0.157000	-0.102000		-0.012000	0.058000	-0.103000	-0.052000
thiF	-0.291000	-0.143000	-0.253000	-0.297000	-0.086000	0.002000	-0.171000			
thiF	-0.112000	0.006000	0.022000	-0.033000	0.018000	0.031000	-0.183000			
b4286	-0.442000	-0.342000		-0.222000	0.278000		0.115000	0.078000		
b4286	-0.045000	0.154000		0.069000	0.323000		0.118000	0.148000		
fdhF	-0.052000	-0.250000	0.273000	0.191000				0.998000	-0.219000	0.014000
fdhF	0.423000	0.352000	0.240000	0.333000				0.786000	-0.114000	0.314000
yjeB	-0.280000	-0.051000	-0.255000	-0.171000		-0.162000	-0.272000	-0.281000	-0.101000	-0.093000
yjeB	-0.131000	0.032000	0.029000	0.051000		-0.079000	-0.198000	-0.218000	-0.078000	-0.124000
phnQ	-0.057000	0.127000			0.081000	0.165000	0.052000	0.117000	-0.091000	-0.079000
phnQ	0.092000	0.162000			0.091000	0.081000	0.180000	0.147000	0.043000	0.109000
yjfP		0.106000	0.063000	-0.050000	0.380000	0.292000	0.205000	0.154000		
yjfP		0.253000	0.116000	0.126000	0.043000	0.020000	0.084000	-0.049000		
secE	-0.088000	-0.269000	-0.390000	-0.245000	-0.219000	-0.342000	-0.319000	-0.287000	-0.194000	-0.060000
secE	-0.147000	-0.092000	-0.144000	-0.093000	-0.332000	-0.320000	-0.215000	-0.211000	-0.142000	-0.140000
yjgX	0.384000	0.280000	-0.008000	0.039000			-0.024000	0.078000	0.248000	0.022000
yjgX	0.317000	0.257000	0.157000	0.254000			0.088000	0.144000	0.281000	0.116000
thiE	0.003000	0.002000	-0.316000	-0.286000	0.043000	-0.112000	-0.211000	-0.342000	-0.184000	-0.114000
thiE	0.105000	0.047000	-0.207000	-0.134000	-0.120000	-0.084000	-0.199000	-0.257000	-0.154000	-0.091000
fecE			0.103000	-0.025000	-0.104000		0.020000	0.048000	0.135000	-0.059000
fecE			0.207000	0.164000	0.136000		-0.016000	0.106000	-0.109000	0.019000
yjcP	0.301000	0.315000	0.061000	0.196000			0.148000	0.191000	0.183000	0.356000
yjcP	0.423000	-0.170000	0.251000	0.427000			0.264000	0.156000	0.087000	0.173000
vacB	0.080000	0.261000	-0.093000	-0.112000	-0.035000		-0.082000	-0.083000	-0.016000	0.041000
vacB	0.064000	0.222000	0.062000	0.178000	0.074000		-0.096000	-0.098000	0.072000	0.092000
phnP	0.164000	0.244000	-0.051000	-0.143000	0.338000	0.178000		0.012000	-0.018000	-0.058000
phnP	0.209000	0.179000	0.092000	0.193000	0.311000	0.059000		0.011000	0.007000	-0.018000
yjfQ			0.175000	0.187000	0.550000		0.098000	0.310000	0.354000	0.261000
yjfQ			0.343000	0.391000	1.247000		0.231000	0.296000	0.343000	0.275000
nusG		-0.463000	-0.519000	-0.556000	-0.377000	-0.504000	-0.299000	-0.378000	-0.231000	-0.220000
nusG		-0.220000	-0.404000	-0.450000	-0.447000	-0.433000	-0.342000	-0.363000	-0.229000	-0.177000
yjgY	-0.420000	-0.300000	-0.120000	-0.151000						
yjgY	0.170000	-0.094000	0.112000	-0.014000						
thiC	-0.161000	-0.046000	-0.229000	-0.340000	0.081000	0.085000	-0.270000	-0.239000	-0.196000	-0.177000
thiC	-0.070000	0.082000	-0.024000	-0.044000	0.054000	0.066000	-0.224000	-0.031000	-0.127000	-0.062000
fecD	-0.184000	-0.034000		-0.193000	0.306000	-0.521000	0.092000	-0.033000	-0.148000	-0.321000
fecD	-0.044000	0.052000		-0.040000	0.343000	0.188000	0.004000	0.132000	-0.174000	-0.088000
yjcQ	-0.494000			0.049000	-0.209000	0.188000		-0.001000	-0.498000	-0.617000
yjcQ	-0.055000			0.038000	0.020000	0.593000		-0.050000	-0.227000	-0.179000
yjfH	-0.096000	0.120000	-0.238000	-0.280000		-0.254000	-0.067000	-0.154000	-0.018000	-0.023000
yjfH	0.164000	0.278000	-0.017000			-0.129000	-0.071000	-0.070000	0.017000	0.004000
phnO	-0.223000	-0.082000	-0.123000	-0.131000	-0.262000	-0.037000	0.152000	0.031000	-0.036000	-0.132000
phnO	-0.055000	-0.015000	0.096000	0.128000	-0.232000	-0.131000	0.170000	0.066000	0.032000	-0.007000
yjfR	-0.285000	-0.141000	-0.119000	-0.135000			0.434000	0.016000		0.212000
yjfR	-0.087000	-0.081000	-0.034000	0.020000			0.068000	-0.053000		0.580000
rplK	-0.170000	-0.175000	-0.417000	-0.305000	-0.336000	-0.477000	-0.358000	-0.344000	-0.151000	-0.140000
rplK	-0.160000	-0.085000	-0.185000	-0.169000	-0.366000	-0.391000	-0.238000	-0.266000	-0.148000	-0.171000
yjgZ	0.230000	0.219000	-0.062000	0.088000	-0.223000	-0.105000	-0.029000	-0.154000	-0.228000	-0.216000
yjgZ	0.251000	0.110000	0.005000	0.166000	-0.185000	-0.227000	-0.146000	-0.148000	-0.195000	-0.162000
yjaE	-0.013000	-0.395000	-0.307000	-0.278000	-0.061000	-0.210000	-0.237000	-0.252000	-0.201000	-0.212000
yjaE	0.164000	0.056000	-0.146000	-0.095000	-0.170000	-0.154000	-0.253000	-0.224000	-0.185000	-0.214000
fecC			0.164000	0.203000	0.570000	0.917000	-0.087000	0.034000	0.024000	-0.120000
fecC			0.118000	0.091000	0.033000	0.123000	-0.091000	-0.014000	-0.176000	-0.111000
yjcR	-0.131000	-0.153000	-0.033000				0.035000	0.105000	-0.022000	-0.239000
yjcR	0.026000	-0.391000	0.046000				0.160000	0.173000	-0.167000	-0.265000
yjfI	0.056000	0.076000	-0.076000	-0.104000		0.083000	-0.191000	-0.117000	-0.150000	-0.160000
yjfI	0.077000	0.051000	-0.033000	0.196000		-0.056000	-0.174000	-0.105000	-0.141000	-0.136000
phnN			-0.015000	-0.140000	-0.306000	-0.381000	-0.175000	-0.115000	-0.244000	-0.229000
phnN			0.058000	0.238000	-0.385000	-0.402000	-0.183000	-0.127000	-0.388000	-0.237000
sgaT			0.207000	0.160000			-0.109000	0.075000	-0.233000	0.215000
sgaT			0.293000	0.377000			0.007000	0.042000	0.067000	0.069000
rplA	-0.983000	-1.043000				-1.187000			-0.949000	-0.983000
rplA	-0.937000	-0.642000				-0.963000			-0.875000	-0.903000
yi41	-0.219000	-0.350000		-0.580000						
yi41	0.134000	-0.003000		-0.602000						
yjaD	-0.045000	0.001000	-0.300000	-0.344000	-0.127000	-0.130000	-0.118000	-0.197000	-0.180000	
yjaD	-0.036000	0.154000	-0.120000	-0.025000	-0.131000	-0.047000	-0.092000	-0.091000	-0.052000	
fecB	0.035000			-0.269000	0.219000		0.192000	0.031000	-0.205000	-0.198000
fecB	0.208000			0.002000	-0.090000		0.086000	0.128000	-0.149000	-0.021000
yjcS			0.134000	0.053000					-1.389000	-0.110000
yjcS			0.033000	0.102000					-0.225000	0.044000
yjfJ	-0.220000	-0.007000		-0.156000	-0.079000	-0.064000	0.152000	0.051000	-0.083000	0.025000
yjfJ	0.029000	0.044000		0.184000	0.236000	0.110000	0.121000	0.096000	0.075000	0.064000
phnM	-0.500000	-0.013000	0.015000	-0.007000	-0.210000		0.127000	0.090000	-0.110000	-0.069000
phnM	0.047000	0.079000	0.183000	0.250000	-0.101000		0.068000	0.114000	-0.028000	-0.011000
sgaB	0.100000		0.088000	-0.082000					0.131000	0.224000
sgaB	0.364000		0.059000	0.025000					0.023000	0.163000
rplJ		-0.445000			-0.571000				-0.419000	-0.328000
rplJ		-0.414000			-0.504000				-0.375000	-0.335000
yjhB	-0.319000	-0.047000		-0.302000				-0.292000	-0.371000	-0.373000
yjhB	0.053000	-0.156000		-0.032000				-0.177000	-0.351000	-0.305000
hemE	0.137000	0.060000	-0.164000	-0.234000	0.013000	-0.182000	-0.131000	-0.139000	-0.164000	-0.190000
hemE	0.088000	0.233000	-0.043000	-0.018000	-0.136000	-0.082000	-0.200000	-0.249000	-0.107000	-0.136000
fecA		-0.541000	0.015000	-0.089000	0.144000	-0.180000	-0.170000	-0.103000	-0.091000	-0.152000
fecA		-0.625000	0.062000	0.059000	0.053000	0.266000	-0.141000	-0.004000	-0.195000	-0.188000
yjcT		-0.010000	0.009000			-0.262000		0.009000	-0.106000	-0.047000
yjcT		-0.396000	0.214000			0.645000		0.093000	-0.142000	0.169000
yjfK	0.252000	0.213000	0.016000	0.048000			0.009000	0.057000	-0.069000	-0.053000
yjfK	0.289000	0.132000	0.306000	0.286000			-0.040000	-0.020000	0.016000	0.004000
phnL	-0.030000		0.071000	0.075000	0.056000	-0.010000	-0.065000	-0.157000	-0.296000	-0.266000
phnL	0.008000		0.214000	0.310000	0.055000	-0.040000	-0.117000	-0.059000	-0.364000	-0.326000
ptxA	0.389000	0.097000	0.167000				0.580000	0.344000	0.532000	0.489000
ptxA	0.316000	-0.080000	0.281000				0.640000	0.837000	0.328000	0.383000
rplL	-0.600000	-0.563000	-0.605000		-0.444000	-0.623000	-0.677000		-0.388000	-0.252000
rplL	-0.235000	-0.418000	-0.586000		-0.309000	-0.496000	-0.605000		-0.299000	-0.210000
yjhC	-0.105000	-0.129000	0.119000	-0.007000	-0.129000	0.140000	0.118000	-0.023000		-0.385000
yjhC	-0.014000	0.001000	0.218000	0.179000	-0.068000	-0.074000	0.051000	0.129000		-0.152000
nfi	0.129000	0.182000	-0.173000	-0.271000	0.056000	0.095000	-0.011000	0.004000	-0.171000	-0.101000
nfi	0.226000	0.349000	0.109000	0.056000	0.094000	0.051000	-0.030000	0.002000	-0.007000	0.013000
fecR			0.030000	-0.130000	0.104000		0.021000	0.004000	-0.070000	
fecR			0.185000	0.059000	0.007000		0.114000	0.149000	0.113000	
yjcU			-0.060000	-0.055000				0.146000		
yjcU			-0.223000	0.043000				0.174000		
yjfL		-0.414000	-0.076000	-0.139000	-0.054000	0.365000	0.010000	-0.014000	-0.052000	-0.025000
yjfL		0.145000	0.072000	0.154000	0.321000	0.065000	0.368000	0.152000	-0.069000	0.074000
phnK	-0.734000	-0.359000	0.078000	0.007000			0.413000	0.237000	0.135000	0.054000
phnK	0.109000	0.087000	0.167000	0.242000			0.228000	0.249000	0.064000	0.090000
sgaH	0.134000	0.128000	0.117000			1.159000		0.083000		-0.086000
sgaH	0.233000	0.180000	0.136000			0.108000		0.188000		0.122000
rpoB	-0.360000	-0.285000			-0.504000	-0.679000			-0.438000	-0.296000
rpoB	-0.405000	-0.299000			-0.465000	-0.607000			-0.317000	-0.291000
yjhD	0.251000	0.300000	-0.014000	0.186000	0.014000	-0.028000	-0.151000		-0.166000	-0.199000
yjhD	0.003000	0.266000	0.241000	0.369000	-0.016000	0.115000	-0.169000		-0.078000	-0.285000
yjaG	0.098000	-0.142000	-0.195000	-0.188000	-0.028000	0.018000	-0.112000	-0.109000	-0.115000	-0.048000
yjaG	0.129000	0.208000	-0.038000	0.058000	-0.002000	0.056000	-0.172000	-0.193000	-0.113000	0.062000
fecI			-0.192000	-0.382000	-0.282000	-0.596000	-0.461000	-0.356000	-0.323000	-0.584000
fecI			-0.189000	-0.352000	-0.402000	-0.591000	-0.572000	-0.451000	-0.450000	-0.532000
yjcV	-0.009000	-0.004000	0.085000	0.090000		-0.372000		-0.053000	-0.113000	0.199000
yjcV	0.059000	-0.498000	0.221000	0.168000		0.353000		-0.010000	-0.151000	-0.225000
yjfM	-0.370000	0.015000	0.210000	0.152000	0.027000	0.117000	0.054000	0.269000	0.013000	0.050000
yjfM	-0.050000	-0.064000	0.184000	0.349000	0.260000	0.210000	0.128000	0.210000	0.035000	-0.188000
phnJ	0.036000	0.052000	-0.038000	-0.159000	0.047000	0.058000		-0.081000	-0.283000	-0.238000
phnJ	0.101000	0.141000	0.069000	0.162000	0.015000	0.166000		-0.022000	-0.318000	-0.166000
sgaU			0.264000	0.076000					0.350000	0.301000
sgaU			0.305000	0.370000					0.233000	0.234000
sgcX	-0.553000	-0.834000	0.039000	-0.015000	0.039000	0.053000	-0.096000	-0.128000	-0.317000	
sgcX	-0.217000	0.055000	0.095000	0.148000	-0.103000	-0.101000	-0.096000	-0.052000	-0.210000	
lasT	-0.557000	-0.317000	-0.209000	-0.337000				-0.162000	-0.020000	-0.109000
lasT	-0.217000	-0.218000	-0.092000	-0.040000				-0.381000	-0.082000	0.027000
insA_7	-0.214000	-0.045000	-0.610000	-0.470000	-0.442000	-0.610000	-0.493000	-0.536000	-0.404000	-0.281000
insA_7	-0.128000	-0.063000	-0.387000	-0.326000	-0.419000	-0.555000	-0.517000	-0.496000	-0.336000	-0.315000
yjhP	0.128000	0.033000	-0.031000	-0.069000	0.137000	0.102000	-0.015000	0.004000	-0.079000	-0.046000
yjhP	0.069000	0.223000	0.043000	0.202000	0.082000	0.169000	-0.071000	0.050000	-0.018000	-0.014000
slt	0.304000	0.322000	0.129000	0.119000	0.116000	0.332000	0.125000	0.053000	0.037000	0.150000
slt	0.315000	0.207000	0.213000	0.399000	0.293000	0.105000	0.223000	0.172000	0.111000	0.059000
yifM_1	0.060000	0.053000	-0.040000	0.054000			-0.072000	-0.015000	-0.247000	-0.248000
yifM_1	-0.003000	0.138000	0.163000	0.287000			-0.218000	-0.034000	-0.343000	-0.278000
yjhU		-0.019000	-0.206000	-0.158000			0.133000	0.125000		
yjhU		0.275000	-0.037000	-0.007000			0.203000	0.088000		
yjhQ	0.039000	0.093000	-0.014000	-0.075000	0.069000	0.046000	-0.077000		-0.282000	
yjhQ	0.241000	0.168000	0.071000	0.145000	-0.043000	0.006000	-0.012000		-0.192000	
trpR	-0.395000		0.019000	-0.034000		0.156000	0.115000	0.110000	-0.013000	0.355000
trpR	0.603000		0.187000	0.236000		0.623000	0.125000	0.146000	0.056000	0.137000
yifM_2	-0.847000	-0.204000	-0.175000	-0.225000	0.092000	0.106000		-0.062000	-0.037000	-0.085000
yifM_2	-0.113000	-0.070000	-0.043000	0.020000	0.049000	0.162000		0.015000	-0.003000	-0.012000
yjhF	-0.155000	0.017000	-0.500000	-0.437000	-0.173000	-0.479000	-0.323000	-0.396000	-0.328000	
yjhF	0.003000	0.016000	-0.253000	-0.180000	-0.285000	-0.414000	-0.336000	-0.317000	-0.246000	
yjhR	0.088000	0.067000	-0.059000	-0.093000	0.125000	0.168000	-0.025000	0.078000	0.051000	0.050000
yjhR	0.130000	0.125000	0.007000	0.161000	0.164000	0.182000	0.089000	0.050000	0.018000	0.035000
yjjX	0.245000	0.605000	0.134000	0.061000	-0.193000		0.157000	0.161000	0.070000	0.121000
yjjX	0.297000	0.186000	0.236000	0.354000	0.173000		0.145000	0.197000	0.017000	0.062000
yjhG			0.036000	-0.087000				0.148000	-0.216000	
yjhG			0.004000	0.007000				0.025000	0.063000	
yjhS	-0.588000	-0.662000	-0.098000	-0.037000	0.085000	-0.128000	-0.181000		-0.314000	-0.327000
yjhS	0.007000	0.060000	-0.022000	0.060000	-0.068000	-0.420000	-0.107000		-0.133000	0.003000
gpmB		-0.757000	-0.104000	-0.149000	0.070000	-0.034000	-0.068000	-0.003000	-0.060000	-0.101000
gpmB		0.062000	0.127000	0.099000	0.144000	0.134000	0.016000	0.021000	-0.048000	-0.144000
yjhH	0.002000	0.131000	-0.292000	-0.288000	-0.331000	-0.241000	-0.270000		-0.195000	-0.154000
yjhH	0.136000	0.059000	-0.149000	-0.036000	-0.147000	-0.286000	-0.244000		-0.196000	-0.266000
yjhT	0.169000	-0.123000	-0.031000	-0.109000	0.236000	0.134000	0.044000	0.156000	-0.027000	0.118000
yjhT	0.193000	0.123000	0.143000	0.201000	0.148000	0.190000	0.031000	0.087000	-0.025000	0.079000
rob	0.192000	0.275000	0.030000	0.080000	0.359000	0.035000	0.136000	0.181000	0.191000	0.274000
rob	0.174000	0.270000	0.153000	0.311000	0.253000	0.255000	0.136000	0.131000	0.175000	0.220000
yjhI	-0.918000	-1.239000	-0.050000	-0.007000	0.237000		0.092000	-0.035000	-0.406000	-0.393000
yjhI	-0.632000	-0.259000	0.078000	0.038000	-0.116000		-0.043000	0.053000	-0.103000	-0.153000
yjhA	-0.363000	-0.039000	0.001000	-0.107000	0.241000	0.341000		-0.060000	-0.099000	0.153000
yjhA	-0.029000	0.170000	0.017000	0.022000	0.155000	0.189000		0.113000	0.131000	0.239000
creA		-0.665000	-0.011000	-0.051000	0.134000	0.153000	-0.052000	-0.012000	-0.002000	0.009000
creA		0.269000	0.111000	0.186000	-0.021000	0.126000	0.069000	0.079000	0.001000	-0.009000
sgcR	-0.144000	0.080000	-0.225000	-0.188000	0.013000	-0.146000	-0.253000	-0.311000	-0.149000	-0.136000
sgcR	0.213000	-0.053000	-0.089000	0.037000	0.047000	-0.155000	-0.149000	-0.129000	-0.222000	-0.246000
fimB	0.045000	0.050000	-0.139000	-0.061000	0.058000	0.166000	0.076000	0.022000	-0.021000	0.016000
fimB	-0.104000	0.025000	0.012000	0.120000	0.128000	0.159000	-0.011000	0.104000	-0.046000	0.071000
creB	0.142000	0.226000	0.104000	0.128000	0.043000	-0.005000	0.088000	0.111000	0.191000	0.212000
creB	0.132000	0.236000	0.245000	0.295000	0.216000	0.185000	0.080000	0.104000	0.186000	0.172000
sgcE	-0.168000		0.152000	0.186000	0.144000		-0.007000	-0.033000	-0.174000	
sgcE	-0.141000		0.267000	0.344000	-0.161000		0.179000	0.201000	0.163000	
fimE	-0.028000				0.045000	0.128000				-0.116000
fimE	-0.007000				0.122000	0.095000				-0.012000
creC			-0.118000	-0.142000			0.081000			
creC			-0.066000	0.050000			-0.051000			
sgcA	0.118000	0.198000	-0.192000	-0.172000	-0.200000	-0.006000	-0.153000	-0.110000	-0.113000	-0.073000
sgcA	0.639000	0.185000	0.020000	0.139000	0.057000	-0.056000	-0.104000	0.001000	-0.087000	-0.056000
fimA	0.003000	0.107000	-0.150000	-0.138000	0.050000	0.009000	-0.109000	0.097000	-0.119000	-0.022000
fimA	0.007000	0.122000	-0.088000	0.026000	0.022000	0.090000	-0.013000	0.080000	-0.102000	0.010000
creD	0.154000	0.103000	0.161000	0.186000	0.110000	0.201000	0.074000	0.086000	0.116000	0.112000
creD	0.154000	0.161000	0.237000	0.414000	0.303000	0.218000	0.153000	0.146000	0.124000	0.119000
sgcQ	-0.295000		0.028000	0.078000			0.064000	0.137000	-0.227000	0.079000
sgcQ	0.287000		0.111000	0.208000			0.206000	0.144000	0.115000	0.132000
fimI	-0.043000	0.051000	-0.054000	-0.131000	-0.023000	0.017000	-0.031000		-0.026000	0.003000
fimI	-0.001000	0.162000	-0.004000	0.057000	-0.091000	-0.051000	-0.022000		-0.049000	0.134000
arcA	-0.233000		-0.112000	-0.138000		-0.292000	-0.013000	-0.216000		
arcA	0.152000		0.081000	0.101000		-0.004000	-0.014000	0.008000		
sgcC	0.025000	0.032000	-0.179000	-0.181000	-0.182000	-0.026000	-0.107000		-0.101000	-0.064000
sgcC	0.131000	-0.042000	-0.010000	0.080000	0.139000	-0.031000	-0.106000		-0.030000	-0.092000
fimC	-0.119000	-0.043000	-0.128000	-0.126000	-0.044000	0.045000	-0.086000	-0.017000	-0.043000	-0.023000
fimC	-0.152000	-0.044000	-0.035000	0.041000	0.007000	0.059000	-0.053000	-0.063000	0.070000	0.055000
yjjY	0.096000	-0.039000	0.122000		0.073000	0.066000	0.081000	0.082000	0.044000	0.156000
yjjY	0.093000	0.062000	0.228000		0.340000	0.301000	0.183000	0.085000	0.050000	0.119000
fimD	-0.371000	-0.882000	-0.207000	-0.267000			0.370000	-0.011000	-0.316000	-0.096000
fimD	0.067000	0.139000	-0.059000	-0.041000			0.097000	0.036000	-0.064000	-0.013000
yjiG	0.225000	0.214000	-0.156000	-0.150000	0.152000	0.176000	-0.085000		-0.014000	
yjiG	0.252000	0.263000	0.038000	0.100000	0.083000	0.173000	0.027000		0.120000	
fimF	0.147000	0.187000	-0.065000	-0.068000	0.195000	-0.023000	0.047000		-0.169000	-0.008000
fimF	0.257000	0.158000	0.007000	0.135000	0.102000	0.066000	0.015000		-0.063000	-0.027000
yjiH	0.015000	-0.137000	-0.037000	-0.043000	0.009000	0.064000	-0.031000	0.016000	-0.093000	0.051000
yjiH	-0.113000	-0.149000	0.050000	0.055000	-0.062000	0.101000	-0.044000	0.007000	-0.050000	0.052000
fimG	-0.440000	-0.880000	-0.150000	-0.160000			0.401000	0.052000	-0.210000	-0.039000
fimG	0.209000	0.187000	0.029000	0.054000			0.076000	0.027000	0.026000	0.050000
yjiI	0.122000	0.111000	-0.086000	0.001000	0.239000	0.166000	0.074000	-0.103000	-0.029000	
yjiI	0.471000	0.372000	0.085000	0.030000	0.034000	0.162000	0.037000	0.071000	0.066000	
fimH	0.276000	0.143000	-0.107000	-0.057000	-0.121000	-0.239000	-0.054000	-0.031000	-0.069000	
fimH	0.438000	0.141000	0.010000	0.163000	0.043000	-0.035000	0.022000	0.040000	0.020000	
yjiJ	0.090000	-0.016000	-0.046000	-0.004000	0.076000	0.163000	-0.064000	-0.026000	-0.128000	0.039000
yjiJ	-0.015000	-0.047000	0.027000	0.104000	0.007000	0.092000	0.048000	0.026000	-0.050000	0.036000
gntP	-0.238000				-0.016000	0.071000	0.107000	0.094000		-0.271000
gntP	-0.027000				0.025000	0.012000	0.033000	0.014000		-0.158000
yjiK	-0.494000	-0.415000	-0.041000	0.002000	0.264000	0.187000	-0.020000	-0.216000	-0.201000	-0.346000
yjiK	0.122000	-0.195000	0.182000	0.102000	0.249000	0.082000	-0.026000	-0.016000	-0.050000	0.025000
uxuA	0.264000	0.130000	-0.196000				-0.100000	-0.130000	-0.090000	0.033000
uxuA	0.210000	0.200000	0.077000				0.040000	0.012000	-0.071000	-0.105000
